 ROA(C) before interest and depreciation before interest, ROA(A) before interest and % after tax, ROA(B) before interest and depreciation after tax, Operating Gross Margin, Realized Sales Gross Margin, Operating Profit Rate, Pre-tax net Interest Rate, After-tax net Interest Rate, Non-industry income and expenditure/revenue, Continuous interest rate (after tax), Operating Expense Rate, Research and development expense rate, Cash flow rate, Interest-bearing debt interest rate, Tax rate (A), Net Value Per Share (B), Net Value Per Share (A), Net Value Per Share (C), Persistent EPS in the Last Four Seasons, Cash Flow Per Share, Revenue Per Share (Yuan ¥), Operating Profit Per Share (Yuan ¥), Per Share Net profit before tax (Yuan ¥), Realized Sales Gross Profit Growth Rate, Operating Profit Growth Rate, After-tax Net Profit Growth Rate, Regular Net Profit Growth Rate, Continuous Net Profit Growth Rate, Total Asset Growth Rate, Net Value Growth Rate, Total Asset Return Growth Rate Ratio, Cash Reinvestment %, Current Ratio, Quick Ratio, Interest Expense Ratio, Total debt/Total net worth, Debt ratio %, Net worth/Assets, Long-term fund suitability ratio (A), Borrowing dependency, Contingent liabilities/Net worth, Operating profit/Paid-in capital, Net profit before tax/Paid-in capital, Inventory and accounts receivable/Net value, Total Asset Turnover, Accounts Receivable Turnover, Average Collection Days, Inventory Turnover Rate (times), Fixed Assets Turnover Frequency, Net Worth Turnover Rate (times), Revenue per person, Operating profit per person, Allocation rate per person, Working Capital to Total Assets, Quick Assets/Total Assets, Current Assets/Total Assets, Cash/Total Assets, Quick Assets/Current Liability, Cash/Current Liability, Current Liability to Assets, Operating Funds to Liability, Inventory/Working Capital, Inventory/Current Liability, Current Liabilities/Liability, Working Capital/Equity, Current Liabilities/Equity, Long-term Liability to Current Assets, Retained Earnings to Total Assets, Total income/Total expense, Total expense/Assets, Current Asset Turnover Rate, Quick Asset Turnover Rate, Working capitcal Turnover Rate, Cash Turnover Rate, Cash Flow to Sales, Fixed Assets to Assets, Current Liability to Liability, Current Liability to Equity, Equity to Long-term Liability, Cash Flow to Total Assets, Cash Flow to Liability, CFO to Assets, Cash Flow to Equity, Current Liability to Current Assets, Liability-Assets Flag, Net Income to Total Assets, Total assets to GNP price, No-credit Interval, Gross Profit to Sales, Net Income to Stockholder's Equity, Liability to Equity, Degree of Financial Leverage (DFL), Interest Coverage Ratio (Interest expense to EBIT), Net Income Flag, Equity to Liability
0.488568225,0.528619712,0.544086943,0.602264374,0.602264374,0.998998437,0.79736276,0.809293304,0.303416245,0.781606185,0.000109392,3960000000,0.478790166,0.000226023,0,0.177615777,0.177615777,0.177615777,0.218398412,0.332708495,0.021401455,0.098933312,0.168562175,0.022015599,0.847944952,0.689092685,0.689092685,0.217572121,4450000000,0.000423052,0.263580981,0.390223911,0.012575312,0.009411257,0.627381474,0.004975424,0.104150921,0.895849079,0.005178459,0.372823391,0.005365848,0.098954517,0.167611794,0.401103664,0.094452774,0.000375356,0.016822007,9760000000,0.000120283,0.026451613,0.010833835,0.393297302,0.011593174,0.813162944,0.346536459,0.437112102,0.009033423,0.009664948,0.000726998,0.065602325,0.371736019,0.277204898,0.007865469,0.588305204,0.735914631,0.328854217,0.008664224,0.930870703,0.00221015,0.020907798,0.00015415,0.000125571,0.593974455,893000000,0.671564082,0.47207308,0.588305204,0.328854217,0.116471264,0.632180141,0.456676259,0.670661999,0.313016866,0.023289995,0,0.793521047,0.00088027,0.625101289,0.602265827,0.839866505,0.278387461,0.026304291,0.56085365,1,0.036351162
0.435187442,0.503597907,0.502542963,0.614869053,0.615150117,0.998928646,0.797187068,0.809197609,0.303255273,0.781444922,0.000385995,0.000129037,0.461707892,0.000192019,0,0.174033964,0.174033964,0.174033964,0.205918502,0.317747754,0.016017061,0.092826317,0.15907208,0.022032682,0.847902861,0.689003094,0.689003094,0.217547412,5170000000,0.000397324,0.262821021,0.371185872,0.018658912,0.010139279,0.630589307,0.003590221,0.083260271,0.916739729,0.00548224,0.370833827,0.005878912,0.092880291,0.158185657,0.401048735,0.089955022,0.000517383,0.0122331,409000000,0.000200472,0.022096774,0.006336384,0.391250763,0.004294468,0.856666922,0.37925027,0.570948165,0.102576112,0.011984973,0.009340229,0.057925931,0.341276376,0.277243098,0.017576267,0.645395567,0.73803201,0.328309834,0,0.92570029,0.002182317,0.062616645,0.000232419,0.000156361,0.594028622,0.000113975,0.671509874,0.26610024,0.645395567,0.328309834,0.110933234,0.570245526,0.43751997,0.566278981,0.305109358,0.015720596,0,0.778489017,0.000430994,0.623887777,0.614866247,0.838911631,0.277383043,0.026786913,0.565138079,1,0.046061464
0.507190562,0.564871348,0.56041544,0.610703527,0.610703527,0.999021199,0.797460705,0.809375459,0.303539511,0.78164422,0.000222022,0.000104248,0.462565109,0.000389039,0.096973378,0.175635245,0.175635245,0.175635245,0.224638366,0.318738063,0.028797435,0.103330348,0.178278226,0.022090663,0.848024606,0.689496147,0.689496147,0.217607889,6980000000,0.000467845,0.264176205,0.37863716,0.019071391,0.016795656,0.630752318,0.003827319,0.087160262,0.912839738,0.00709536,0.371382942,0.005365848,0.10331884,0.177324485,0.405919968,0.172413793,0.000417964,0.015151761,0.000154005,0.001018246,0.035806452,0.010642892,0.394077475,0.001365023,0.91500634,0.803478298,0.879166946,0.255552773,0.016816271,0.015506965,0.087162892,0.343962735,0.277066104,0.006172652,0.934507491,0.74156907,0.329444654,0.000578521,0.941937122,0.002304948,0.04279589,0.000206916,0.000194054,0.594017934,0.000166116,0.671592724,0.086079229,0.934507491,0.329444654,0.111611532,0.683583834,0.470925524,0.574090463,0.319953463,0.015379295,0,0.814740213,0.000408567,0.624113301,0.610701046,0.841277539,0.277555051,0.026831457,0.565343498,1,0.043916888
0.450592307,0.502071522,0.489212485,0.608613557,0.608700039,0.999000285,0.797239776,0.809085379,0.303197266,0.78132829,0.000210805,7100000000,0.46276138,0.000163016,0,0.175298133,0.175298133,0.175298133,0.207620308,0.317959963,0.006518747,0.096409087,0.166603901,0.022127468,0.848330774,0.688799329,0.688799329,0.217524976,6210000000,0.000428866,0.263710749,0.377100332,0.009299191,0.004200941,0.630538965,0.001165431,0.033316202,0.966683798,0.007973722,0.370720873,0.005373769,0.09638152,0.165643617,0.394328685,0.046476762,0.001274183,0.004964627,0.019873124,0.000332103,0.014516129,0.024105871,0.395129011,0.009760945,0.766160948,0.163146982,0.156695914,0.016797558,0.009414241,0.002734321,0.032192138,0.344146171,0.276978328,601000000,0.843717315,0.732645519,0.327136558,0.001125332,0.925641249,0.002103534,0.023380519,0.000128423,0.000140218,0.593949039,3820000000,0.671558076,0.077675627,0.843717315,0.327136558,0.111127411,0.634839705,0.453649267,0.56868224,0.313712369,0.031337582,0,0.778638254,0.002441401,0.623904052,0.608611644,0.839132438,0.275624628,0.026753883,0.564974168,1,0.112848757
0.446399844,0.511393371,0.497082285,0.591821733,0.591821733,0.998877112,0.797043886,0.808990465,0.303112913,0.781113833,6330000000,0,0.460753378,0.000223022,0,0.165353335,0.165353335,0.165353335,0.205729413,0.316969654,0.004325665,0.09347773,0.164645628,0.022185877,0.848069203,0.68948224,0.68948224,0.217591118,5920000000,0.000427319,0.264081404,0.375274766,0.006025566,0.002434225,0.629963288,0.006810203,0.126281102,0.873718898,0.005278709,0.375441473,0.006063542,0.093604964,0.164037403,0.397774452,0.025487256,0.000862305,0.00733337,3670000000,3930000000,0.013548387,0.007761115,0.389769566,0.024859591,0.751440489,0.125349613,0.247394791,0.012475489,0.002997734,0.000861377,0.076544464,0.339553355,0.294705888,0.00817222,0.569104763,0.731982298,0.329704702,0.010076315,0.921160887,0.002015426,0.010581176,0.000399694,0.000207281,0.593918522,5280000000,0.671538719,0.330302665,0.569104763,0.329704702,0.115098544,0.632657739,0.457212027,0.560062017,0.312894813,0.047702116,0,0.782647654,0.005477669,0.624852109,0.591820691,0.838965034,0.279718098,0.026620302,0.564186608,1,0.029450852
0.515575489,0.572884867,0.56651855,0.608440594,0.608498249,0.999011493,0.797469559,0.809379495,0.303575525,0.781655589,0.000196351,8460000000,0.466896488,0.000120012,0.138880453,0.20091863,0.20091863,0.20091863,0.234849201,0.326448327,0.05019889,0.107075971,0.187316412,0.022127595,0.848047075,0.689517009,0.689517009,0.217613365,7590000000,0.000666207,0.264148231,0.381440706,0.014268286,0.012405067,0.630647183,0.003861972,0.087704447,0.912295553,0.008255395,0.369637181,0.005365848,0.107096911,0.185151949,0.401234957,0.205397301,0.00100839,0.006271961,0.000236739,0.00212122,0.047903226,0.017237783,0.394857647,0.001252633,0.852405284,0.601787456,0.64396485,0.219848148,0.012896267,0.0136582,0.085123691,0.355681484,0.27706563,0.003895122,0.906806564,0.737910649,0.329376705,0,0.939052745,0.002311823,0.048032852,0.000125863,0.000122612,0.593969891,0.000123529,0.671605104,0.056428838,0.906806564,0.329376705,0.110933234,0.718467527,0.480792757,0.608087719,0.324602316,0.020548656,0,0.818973562,0.000389647,0.623949166,0.608437093,0.841560247,0.277580008,0.026800562,0.565202845,1,0.043626868
0.449958563,0.545082861,0.500829809,0.598502429,0.598502429,0.998307118,0.797668216,0.809566068,0.305396001,0.779625268,0.000740883,0,0.459498587,0.000490049,0.044741371,0.147022881,0.147022881,0.147022881,0.207998487,0.316403763,0.00074111,0.092907744,0.170671085,0.02225266,0.848142598,0.689725015,0.689725015,0.217617549,60400000,0.000449728,0.264595038,0.373672739,0.007828369,0.001238947,0.634005699,0.015678604,0.187350727,0.812649273,0.005054488,0.385929458,0.005931315,0.092921002,0.169708167,0.402304055,0.004497751,0.000373327,0.016938139,268000000,454000000,0.010483871,0.00880396,0.372764071,0.278726097,0.767547027,0.038345605,0.26117018,0.02146829,0.001162729,0.001806609,0.062717561,0.338817767,0.278776763,0.017559371,0.311041787,0.733823224,0.330673496,0.050384087,0.894707512,0.002265425,0.010691675,0.002129154,0.000356708,0.594257306,0.000445247,0.671641086,0.665915125,0.311041787,0.330673496,0.1450093,0.647219819,0.459861683,0.553545626,0.315649915,0.037061241,0,0.798165324,0.002582077,0.622328804,0.59850213,0.840318871,0.286149876,0.030688448,0.569122395,1,0.018672399
0.492711939,0.551460968,0.544515231,0.612015163,0.612015163,0.998984802,0.797441753,0.809367126,0.303582775,0.781631168,0.000279378,0.000225135,0.475732032,0.000982098,0,0.175508828,0.175508828,0.175508828,0.218114777,0.322027304,0.012432506,0.09657194,0.173081268,0.022191724,0.84821137,0.689764574,0.689764574,0.217636215,0.000105434,0.000606666,0.26589272,0.38448642,0.026484161,0.026191317,0.631041698,0.000941099,0.027511564,0.972488436,0.006705233,0.369997294,0.005365848,0.09658508,0.171714049,0.394942278,0.110944528,0.001525773,0.004146582,19100000,0.000466003,0.022741935,0.017255409,0.393331223,0.005978518,0.838894222,0.432048949,0.413914141,0.243916988,0.026619769,0.04308031,0.02963248,0.380368285,0.27697486,0,0.920890278,0.735956749,0.32704085,0,0.934743413,0.002279664,0.031531209,0.000174786,0.000189119,0.594014598,0.00028549,0.671668663,0.129156893,0.920890278,0.32704085,0.110933234,0.749446628,0.546854047,0.604386409,0.325567021,0.011039499,0,0.805124988,0.000712667,0.62409866,0.612011765,0.840511096,0.275461959,0.02694306,0.565791671,1,0.134230823
0.50743431,0.581116441,0.562824562,0.619358884,0.617160812,0.999287882,0.797749007,0.809645358,0.303485613,0.781929414,5870000000,0,0.460734925,0.000226023,0.025306205,0.23871729,0.23871729,0.23871729,0.279757965,0.31003749,0.040186336,0.156501914,0.228289523,0.02211579,0.848059721,0.689442393,0.689442393,0.217598352,7660000000,0.000556308,0.264063532,0.360334935,0.009231172,0.00046289,0.631036219,0.017981196,0.196692566,0.803307434,0.00804658,0.385951825,0.005365848,0.156456104,0.222381419,0.430160914,0.052473763,0.002850679,0.002218456,497000000,0.000822313,0.027741935,0.472379302,0.906933357,0.074046123,0.841676069,0.086371601,0.956810264,0.002090642,0.000723613,5740000000,0.193212684,0.338815055,0.27828972,0.022312103,0.940619593,0.743057784,0.341266788,0.000933848,0.945626571,0.003299658,0.004391815,0.000797095,6950000000,0.594107348,457000000,0.67157216,0.03128858,0.940619593,0.341266788,0.113412481,0.642847786,0.459263802,0.552993469,0.314543823,0.031564544,0,0.823483922,0.013497396,0.619057482,0.619360422,0.843815119,0.287819603,0.026794382,0.565173729,1,0.017599677
0.474187101,0.54361099,0.523743241,0.595367474,0.595367474,0.998971514,0.797428887,0.809342128,0.303588093,0.781593975,2570000000,730000000,0.458780604,960000000,0.23352566,0.19063672,0.19063672,0.19063672,0.218209322,0.314953668,0.028494941,0.096653367,0.174964224,0.022042954,0.847962645,0.689867842,0.689867842,0.217686671,6210000000,0.000438723,0.264462938,0.372489848,0.005976268,0.006182259,0.630863618,0.004158345,0.09236025,0.90763975,0.017815151,0.373220409,0.008346739,0.096560653,0.173719931,0.396403916,0.122938531,0.001207227,0.00523617,0.262579245,0.003750716,0.028225806,0.207435043,0.399482146,0.007107903,0.750822281,0.21263536,0.203710211,0.0477941,0.006114765,0.003952786,0.063823963,0.335568882,0.27697486,0,0.643818398,0.731933374,0.328631291,0.015285553,0.933756815,0.002506004,0.004456453,5590000000,6460000000,0.593914802,4180000000,0.671576178,0.017104177,0.643818398,0.328631291,0.115303027,0.648673039,0.460832235,0.549098564,0.315346585,0.048080922,0,0.803154641,0.026711971,0.62375056,0.595364668,0.840526756,0.277794788,0.026854704,0.565444215,1,0.041323158
0.497489397,0.572230702,0.550082981,0.606033526,0.606033526,0.999013689,0.797554915,0.809465816,0.30372006,0.781709905,0.000154606,3920000000,0.467421555,0.000574057,0.034315214,0.212591126,0.212591126,0.212591126,0.228609246,0.322663932,0.02193082,0.10064327,0.183701137,0.022059816,0.847998278,0.689444903,0.689444903,0.217611529,8690000000,0.000470739,0.264056539,0.381505905,0.01383459,0.01051795,0.631036904,0.003449785,0.080902137,0.919097863,0.007020277,0.372513605,0.005878303,0.100607423,0.182769022,0.396202957,0.085457271,0.001231575,0.005131993,0.000140057,0.00040397,0.020645161,0.028142121,0.396915493,0.009932497,0.79920461,0.279482133,0.311570356,0.071103163,0.012027612,0.008756989,0.042702523,0.349610682,0.277098207,0.005017458,0.486485924,0.734689893,0.327732579,0.014262058,0.939647468,0.00245464,0.014947198,0.000161516,0.000149793,0.593982303,0.000102272,0.671599711,0.107066332,0.486485924,0.327732579,0.116771632,0.667586468,0.466859693,0.588583184,0.31773931,0.02118851,0,0.81561313,0.023896288,0.624040227,0.606032578,0.841297632,0.277281237,0.02693073,0.565746265,1,0.047464444
0.512699264,0.57277584,0.556079019,0.613658312,0.61242595,0.999107282,0.797630864,0.809485476,0.303656977,0.781757063,0.00016351,3750000000,0.471937462,0.000252025,0.246381213,0.295478488,0.295478488,0.295478488,0.250638177,0.337978355,0.042228171,0.124094129,0.20810424,0.022050523,0.847990031,0.689301846,0.689301846,0.217582182,7130000000,0.000479224,0.263601184,0.381971611,0.013148165,0.009165464,0.630638279,0.002468562,0.062732412,0.937267588,0.005237246,0.369987228,0.005365848,0.124049375,0.207141241,0.398627856,0.083958021,0.000507238,0.01247988,7260000000,0.000118014,0.020806452,0.016312442,0.3999005,0.022201623,0.806827941,0.287397625,0.376875312,0.081402076,0.009728082,0.007916074,0.054208367,0.365875669,0.277222034,0.009180553,0.792921542,0.734876094,0.32799739,0.002044461,0.970682821,0.002503408,0.014767294,0.000183708,0.000143402,0.593987744,0.000109376,0.671547379,0.441967547,0.792921542,0.32799739,0.111863773,0.618936048,0.44989556,0.617784979,0.3117172,0.022285361,0,0.819594202,0.001675186,0.623944484,0.613659898,0.841435307,0.276569222,0.026792119,0.565162978,1,0.061506335
0.480183298,0.556694287,0.534503988,0.606963202,0.607042477,0.998986189,0.797464441,0.809391083,0.303619514,0.781628501,0.000198317,0.000145166,0.466183538,410000000,0,0.195187729,0.195187729,0.195187729,0.221234755,0.322557827,0.023942405,0.098037619,0.17722377,0.022071162,0.847966656,0.691426609,0.691426609,0.217617874,7030000000,0.000464576,0.264322291,0.382148579,0.01317375,0.012108743,0.630613279,0.003022096,0.073344015,0.926655985,0.00596013,0.36985638,0.005904504,0.097985572,0.176087776,0.396970619,0.110944528,0.000846073,0.007473411,0.000399534,0.000291252,0.02483871,0.021832175,0.393794803,0.008745258,0.820925722,0.460068804,0.472086738,0.187053734,0.012430227,0.014603789,0.067638767,0.352988459,0.277035866,0.002274034,0.854075762,0.735792704,0.328556249,0,0.938176924,0.002334895,0.023942949,0.000173079,0.000174448,0.593983944,0.000190625,0.671610278,0.171491552,0.854075762,0.328556249,0.110933234,0.691145404,0.475549492,0.594706456,0.320562136,0.022241778,0,0.810658707,0.001990809,0.624021722,0.606961869,0.840949169,0.276971016,0.026791539,0.565160217,1,0.052508869
0.56222883,0.60706498,0.602387708,0.618040041,0.618040041,0.999150612,0.797677762,0.809522842,0.303648276,0.781794115,0.000210227,7100000000,0.481214195,0.000333033,0.231906063,0.180186254,0.180186254,0.180186254,0.234187388,0.326130013,0.019283997,0.112287273,0.190555095,0.022134169,0.848100942,0.689758803,0.689758803,0.217637429,6850000000,0.000487958,0.264582605,0.388500801,0.02490351,0.01197836,0.630693073,0.001808333,0.048674305,0.951325695,0.005864719,0.370420034,0.005691235,0.112251046,0.18963879,0.399746524,0.124437781,0.001148387,0.005504297,4410000000,0.000285956,0.025967742,0.010187565,0.398374076,0.004474565,0.859664869,0.289957692,0.522872325,0.083566408,0.013382531,0.011032769,0.039803078,0.38479685,0.277282815,0.030083163,0.737347485,0.737331389,0.327437703,0.001933553,0.945904086,0.002471911,0.030294178,0.000167708,9320000000,0.594009032,7480000000,0.671567273,0.214072142,0.737347485,0.327437703,0.112079533,0.63566804,0.455685705,0.638230205,0.313752572,0.011750861,0,0.838865375,0.000910559,0.623937762,0.618038705,0.842429604,0.276090318,0.026810548,0.565249191,1,0.07893357
0.632574465,0.691016136,0.696825312,0.625643206,0.625643206,0.99923034,0.797674441,0.809575833,0.303475703,0.781852782,0.000252434,0.000235323,0.473036243,0,0.029355198,0.202983439,0.202983439,0.202983439,0.273990735,0.331576714,0.046387465,0.15348913,0.219627928,0.022166044,0.848114553,0.689653574,0.689653574,0.217622872,8740000000,0.000554287,0.265187154,0.391099437,0.021376532,0.016109432,0.630614307,0.002778614,0.06877891,0.93122109,0.021174957,0.369637181,0.005365848,0.15348413,0.218173592,0.401823095,0.212893553,0.001122011,0.005638361,8790000000,0.007996181,0.040483871,0.029737232,0.418658556,0.000516514,0.909014381,0.661643974,0.805834509,0.313064904,0.016927151,0.023174668,0.071363274,0.374214641,0.277123684,0.011834937,0.95881662,0.740470864,0.328636962,0,0.964147373,0.002468334,0.059847054,0.000164376,0.000138465,0.594002342,0.000179357,0.671608238,0.013228453,0.95881662,0.328636962,0.110933234,0.724091131,0.488375123,0.64177898,0.324458422,0.013711758,0,0.879476088,0.00085453,0.62400761,0.625642305,0.845098494,0.276793996,0.026791758,0.565161263,1,0.05605118
0.435869936,0.46265809,0.473901172,0.589587627,0.589616455,0.998873761,0.797258313,0.809192271,0.303494555,0.781442676,3120000000,492000000,0.46596546,0.000418042,0,0.166364671,0.166364671,0.166364671,0.183511393,0.326731273,0.057110879,0.072062536,0.147247119,0.021766021,0.847389776,0.686839436,0.686839436,0.217331141,4620000000,0.000368801,0.262957006,0.388146865,0.003651159,0.002026858,0.630039999,0.010154205,0.155848475,0.844151525,0.00496119,0.380026751,0.006133616,0.075992965,0.148156248,0.40102328,0.23988006,0.002333296,0.002710307,0.000182284,0.000243592,0.06016129,0.059130767,0.374833224,0.0301228,0.699372532,0.18959755,0.315722218,0.041426606,0.002147138,0.00140885,0.15589703,0.353768867,0.276614672,0.004239473,0.953061196,0.727463309,0.33485188,0.000888413,0.915242198,0.001669598,0.015629844,3420000000,2050000000,0.593894897,1640000000,0.671574448,0.560410223,0.953061196,0.33485188,0.111496067,0.649946102,0.46042347,0.630674557,0.315945725,0.076527926,0,0.744653093,0.010212379,0.625462946,0.589585767,0.835030099,0.282142908,0.02663611,0.564291983,1,0.023205172
0.526154146,0.588475796,0.586862252,0.599504173,0.599504173,0.99899809,0.797506081,0.809430272,0.30366737,0.781680712,6550000000,0,0.475119734,0.00020102,0,0.190889554,0.190889554,0.190889554,0.232485582,0.327438636,0.034847316,0.101294683,0.185734729,0.022422354,0.848312105,0.689465851,0.689465851,0.217707118,6780000000,0.000476953,0.264114041,0.382660855,0.011536937,0.006783017,0.630635882,0.003167091,0.075944009,0.924055991,0.005603179,0.370077816,0.005713781,0.101095966,0.18432999,0.397766414,0.166416792,0.00236373,0.002675297,0.000142923,0.000329833,0.034193548,0.020519072,0.394495828,0.007611751,0.790341442,0.181467926,0.300848553,0.021603014,0.006791182,0.002305811,0.049346654,0.365638439,0.277411781,0.012602539,0.599610542,0.734134017,0.327933856,0.001860769,0.949404752,0.002669258,0.012837251,6380000000,3880000000,0.59394014,1440000000,0.671572363,0.243427982,0.599610542,0.327933856,0.111652921,0.64305753,0.459316422,0.627678295,0.314582364,0.0253591,0,0.82897386,0.004469701,0.624658125,0.599504616,0.842104805,0.277075789,0.026797145,0.56518679,1,0.050658995
0.571101253,0.61289795,0.620108143,0.627985413,0.627985413,0.999214626,0.797825786,0.809664367,0.303772993,0.781941344,0.000305743,917000000,0.486827206,0.00049505,0.149407835,0.202899161,0.202899161,0.202899161,0.244209133,0.331859659,0.017756402,0.11619575,0.19838819,0.022096731,0.848030111,0.689535071,0.689535071,0.217605775,7420000000,0.000479573,0.264401551,0.387429678,0.005988749,0.00583478,0.630624238,0.002011691,0.053178946,0.946821054,0.005260828,0.369637181,0.005365848,0.116200107,0.197473795,0.394248302,0.082458771,0.003366033,0.0018786,0.001389483,953000000,0.01983871,0.006721208,0.397616517,0.009201505,0.750728621,0.113948384,0.112151782,0.077292249,0.00596989,0.011325596,0.035815507,0.387690456,0.27847381,0.000406824,0.609593066,0.731925106,0.327332568,0,0.954560107,0.002507501,0.027956654,4920000000,5590000000,0.593914862,0.000108191,0.67156521,0.42662788,0.609593066,0.327332568,0.110933234,0.63637845,0.456290116,0.649726195,0.313818659,0.047982787,0,0.841380039,0.009453241,0.623735395,0.627986872,0.842616193,0.27623806,0.026794315,0.565173409,1,0.072413596
0.586847365,0.642171827,0.623373842,0.609773851,0.609759437,0.999063605,0.797539559,0.809426366,0.303588818,0.781685905,0.000164435,2170000000,0.472127022,0,0.206093734,0.188192659,0.188192659,0.188192659,0.248463648,0.327721582,0.062767518,0.125315528,0.20599533,0.022201711,0.848194547,0.689663672,0.689663672,0.217622716,7810000000,0.000524292,0.264832817,0.392636265,0.014345041,0.011977736,0.630612594,0.003061308,0.074069595,0.925930405,0.006236826,0.369637181,0.005823462,0.125303304,0.205037328,0.399414273,0.334332834,0.002071561,0.003051871,0.000274763,0.001280751,0.05983871,0.0189974,0.398453224,0.00213698,0.833534312,0.452027196,0.521379705,0.066962967,0.012034381,0.005152308,0.068639183,0.36841788,0.277120751,0.006318421,0.858784109,0.736501834,0.328599203,0,0.95239559,0.002406623,0.058585034,5630000000,5260000000,0.593942686,2350000000,0.671569774,0.139848058,0.858784109,0.328599203,0.110933234,0.633625485,0.456162842,0.633045597,0.313405547,0.020438897,0,0.856548237,0.00098711,0.623849612,0.609770216,0.843796498,0.276999553,0.026791233,0.565158758,1,0.051988451
0.502608102,0.57277584,0.552492103,0.602985053,0.60301388,0.999019697,0.79750788,0.809415299,0.303625314,0.781660641,0.000100141,6640000000,0.477954757,0.000808081,0.098896649,0.210147065,0.210147065,0.210147065,0.232863761,0.330657141,0.04306003,0.107075971,0.189726595,0.022051882,0.847980032,0.689303577,0.689303577,0.217579477,6110000000,0.000450027,0.263633821,0.382204463,0.01259216,0.008176677,0.63064684,0.004534967,0.097983493,0.902016507,0.005748229,0.369738952,0.005729014,0.107039914,0.188786668,0.395671087,0.137931034,0.003648058,0.001733435,0.000164705,0.000417587,0.031935484,0.049228148,0.401630447,0.016049593,0.786755217,0.175971468,0.249751486,0.155745766,0.008654066,0.021707666,0.037677495,0.358767138,0.277281691,0.01051782,0.353866029,0.73415695,0.327668283,3440000000,0.939510632,0.002492468,0.016256534,6130000000,4510000000,0.593941618,0.000120348,0.671572436,0.1840947,0.353866029,0.327668283,0.110945558,0.643162327,0.459334242,0.622867846,0.314598786,0.023259156,0,0.820936837,0.05902395,0.623847404,0.602980859,0.841774465,0.278067839,0.026800834,0.565204122,1,0.038816316
0.568176278,0.607010467,0.615878794,0.626947635,0.626745845,0.999345772,0.797859956,0.809681553,0.303558364,0.781968432,0.000154606,2820000000,0.487551899,0.000330033,0.172487094,0.180186254,0.180186254,0.180186254,0.237307365,0.333345123,0.012719875,0.117987135,0.191910823,0.02213586,0.848068238,0.689615342,0.689615342,0.217618243,6690000000,0.000469567,0.264461384,0.389776834,0.008295138,0.003351271,0.630769784,0.00343793,0.08069051,0.91930949,0.005170033,0.372116587,0.00608426,0.117999577,0.190935827,0.397020188,0.070464768,0.001266067,0.004992806,41500000,787000000,0.01983871,0.011468355,0.406650686,0.020587139,0.766943679,0.102454234,0.212420695,0.020937047,0.003956732,0.002276836,0.048425197,0.384773429,0.277925839,0.011552876,0.554534351,0.73285019,0.327939043,0.011161596,0.945571438,0.00270107,0.015501257,0.000116696,5640000000,0.593939341,3260000000,0.671566793,0.50246879,0.554534351,0.327939043,0.114077507,0.638359745,0.457865383,0.682596722,0.31397875,0.035033445,0,0.83871319,0.000541725,0.625023857,0.626943674,0.842771996,0.27727239,0.026826233,0.565320276,1,0.047591564
0.490615707,0.532108591,0.536002998,0.606948789,0.60588939,0.99901912,0.797376871,0.809298773,0.303397392,0.781555799,0.000146858,2940000000,0.463115338,0.000364036,0,0.187981965,0.187981965,0.187981965,0.213576629,0.320258895,0.021809822,0.10113183,0.169691948,0.022135007,0.848141127,0.689062994,0.689062994,0.217554719,7840000000,0.00048137,0.263797779,0.378292538,0.010895442,0.005273947,0.643217216,0.005534429,0.111497415,0.888502585,0.005232908,0.374448369,0.005365848,0.101136678,0.168697685,0.403504447,0.097451274,0.000693902,0.009115478,3480000000,0.000139952,0.025645161,0.005364041,0.392980711,0.00573348,0.815858737,0.275549286,0.532233709,0.046706072,0.005463175,0.002692069,0.091787675,0.344692232,0.27753768,0.014374954,0.774597721,0.736250737,0.330068786,0.004665331,0.93121474,0.002220434,0.021031953,0.000236015,0.000122431,0.593990911,5640000000,0.671567397,0.385923651,0.774597721,0.330068786,0.114696081,0.637681891,0.458086246,0.579289893,0.313780178,0.026828668,0,0.794773197,0.001501884,0.62358227,0.606950569,0.83995289,0.278792796,0.020391481,0.571193857,1,0.033776162
0.532979086,0.588475796,0.585791531,0.605356088,0.605356088,0.999071809,0.797513828,0.809419466,0.303526943,0.781680291,8570000000,985000000,0.473829714,0.000389039,0.106792185,0.176435886,0.176435886,0.176435886,0.22908197,0.326236118,0.028419317,0.109925902,0.183625819,0.022093555,0.848024747,0.689420002,0.689420002,0.217595386,7400000000,0.000482767,0.264048768,0.389413584,0.014816802,0.013050118,0.630833824,0.003580189,0.083109109,0.916890891,0.005140166,0.372370455,0.005365848,0.109906037,0.182655908,0.399321832,0.175412294,0.0009881,0.00639407,0.000215148,0.000157352,0.035645161,0.02076583,0.399629135,0.016993051,0.826787788,0.421184238,0.467490876,0.16303986,0.012915396,0.014418792,0.059655746,0.365743826,0.277089888,0.005261014,0.666328764,0.736306648,0.328371695,0.006304276,0.941547257,0.00252386,0.017744445,0.000104956,9910000000,0.593962958,0.000107044,0.67160487,0.543800234,0.666328764,0.328371695,0.114816312,0.707115047,0.478523116,0.633587505,0.322910786,0.019792283,0,0.826485765,0.000777786,0.624536766,0.605355217,0.842012823,0.277375631,0.026853984,0.565441158,1,0.046160025
